Anio,Cliente,Costos,Año,Trimestre,Mes,Día,Hora,Ingresos,Periodo,Producto,Region,Tipo de Producto,Utilidad,Margen
2019,"Daugherty, Jenkins and Moore",141.24,2019,Trim. 4,diciembre,29,1899-12-30 13:11:49,260,4,Muffin - Mix - Creme Brule 15l,Argentina,CHOTUS,118.75999999999999,0.67 %
2019,"Daugherty, Jenkins and Moore",8.82,2019,Trim. 4,diciembre,29,1899-12-30 20:08:04,17,1,Calvados - Boulard,Argentina,CHOTUS,8.18,0.05 %
2019,Davis-Roob,39.51,2019,Trim. 1,enero,3,1899-12-30 12:26:56,65.25,3,"Mushroom - Morels, Dry",Colombia,DONANY,25.740000000000002,0.14 %
2019,Davis-Roob,251.05,2019,Trim. 1,enero,6,1899-12-30 12:25:36,844,1,Rye Special Old,Colombia,MOC,592.95,3.34 %
2019,Davis-Roob,5128.8,2019,Trim. 1,enero,8,1899-12-30 07:41:49,7523.5,5,Wild Mix 3#/cs,Colombia,CHOTUS,2394.7,13.48 %
2019,Davis-Roob,13.94,2019,Trim. 1,enero,8,1899-12-30 08:56:42,25,3,Dried Juniper Berries 1#/pp,Colombia,GAMBO,11.06,0.06 %
2019,Davis-Roob,714.5,2019,Trim. 1,enero,8,1899-12-30 22:01:08,1997.5,6,Thyme - Fresh,Colombia,DONANY,1283,7.22 %
2019,Davis-Roob,675,2019,Trim. 1,enero,15,1899-12-30 04:09:22,2125,3,Thyme - Fresh,Colombia,DONANY,1450,8.16 %
2019,Davis-Roob,172.15,2019,Trim. 1,enero,15,1899-12-30 11:51:14,292.5,2,V8 Pet,Colombia,LAX,120.35,0.68 %
2019,Davis-Roob,175.44,2019,Trim. 1,enero,15,1899-12-30 22:57:42,305,1,Cranberries - Frozen,Colombia,LAX,129.56,0.73 %
2019,Davis-Roob,524.62,2019,Trim. 1,enero,23,1899-12-30 00:17:53,693,5,Chinese Foods - Plain Fried Rice,Colombia,CHOTUS,168.38,0.95 %
2019,Davis-Roob,22.3,2019,Trim. 1,febrero,10,1899-12-30 20:15:25,36.5,2,Cheese - Goat With Herbs,Colombia,CHOTUS,14.2,0.08 %
2019,Davis-Roob,90.88,2019,Trim. 1,febrero,12,1899-12-30 09:07:22,138,3,Tahini Paste,Colombia,LAX,47.120000000000005,0.27 %
2019,Davis-Roob,-5.89,2019,Trim. 1,febrero,13,1899-12-30 07:31:31,0,2,Tahini Paste,Colombia,LAX,5.89,0.03 %
2019,Davis-Roob,218.37,2019,Trim. 1,febrero,17,1899-12-30 08:04:50,284.25,5,Lidsoupcont Rp12dn,Colombia,MOC,65.88,0.37 %
2019,Davis-Roob,40.29,2019,Trim. 1,febrero,20,1899-12-30 04:07:07,59.25,1,Beans - Wax,Colombia,QUOKAR,18.96,0.11 %
2019,Davis-Roob,39.48,2019,Trim. 1,febrero,22,1899-12-30 15:34:51,65.25,5,"Mushroom - Morels, Dry",Colombia,DONANY,25.770000000000003,0.15 %
2019,Davis-Roob,113.6,2019,Trim. 1,febrero,23,1899-12-30 18:36:00,172.5,5,Tahini Paste,Colombia,LAX,58.900000000000006,0.33 %
2019,Davis-Roob,461.89,2019,Trim. 1,marzo,8,1899-12-30 06:59:42,1925,6,White (Bianco)Truffle Oil 250 ml,Colombia,CHOTUS,1463.1100000000001,8.24 %
2019,Davis-Roob,3228.19,2019,Trim. 1,marzo,18,1899-12-30 07:07:57,4735.5,4,Wild Mix 3#/cs,Colombia,CHOTUS,1507.31,8.49 %
2019,Davis-Roob,68.16,2019,Trim. 1,marzo,18,1899-12-30 08:31:37,103.5,1,Wine - Fat Bastard Merlot,Colombia,DAWNE,35.34,0.20 %
2019,Davis-Roob,32.05,2019,Trim. 2,abril,2,1899-12-30 08:40:51,57.5,2,Cookies - Amaretto,Colombia,SALF,25.450000000000003,0.14 %
2019,Davis-Roob,4402.09,2019,Trim. 2,abril,2,1899-12-30 21:06:03,6457.5,3,Wild Mix 3#/cs,Colombia,CHOTUS,2055.41,11.57 %
2019,Davis-Roob,281.41,2019,Trim. 2,abril,5,1899-12-30 07:41:45,1050,3,White (Bianco)Truffle Oil 250 ml,Colombia,CHOTUS,768.5899999999999,4.33 %
2019,Davis-Roob,12.82,2019,Trim. 2,abril,7,1899-12-30 07:15:40,23,5,Island Oasis - Magarita Mix,Colombia,QUOKAR,10.18,0.06 %
2019,Davis-Roob,686.93,2019,Trim. 2,abril,8,1899-12-30 08:57:26,951.5,1,Tomatoes,Colombia,CHOTUS,264.57000000000005,1.49 %
2019,Davis-Roob,45.44,2019,Trim. 2,abril,10,1899-12-30 08:16:29,69,6,Tahini Paste,Colombia,LAX,23.560000000000002,0.13 %
2019,Davis-Roob,600.81,2019,Trim. 2,abril,17,1899-12-30 11:26:15,2275,5,White (Bianco)Truffle Oil 250 ml,Colombia,CHOTUS,1674.19,9.43 %
2019,Davis-Roob,227.87,2019,Trim. 2,abril,18,1899-12-30 10:28:38,552,3,Fresh Cape Gooseberries 12 pp/cs,Colombia,SALF,324.13,1.82 %
2019,Davis-Roob,29.92,2019,Trim. 2,mayo,3,1899-12-30 07:15:27,50,2,Wine - Sawmill Creek Autumn,Colombia,DAWNE,20.08,0.11 %
2019,Davis-Roob,281.4,2019,Trim. 2,mayo,5,1899-12-30 08:44:50,1050,2,White (Bianco)Truffle Oil 250 ml,Colombia,CHOTUS,768.6,4.33 %
2019,Davis-Roob,346.75,2019,Trim. 2,mayo,6,1899-12-30 17:13:13,875,1,"Vinegar - Balsamic, White",Colombia,MOC,528.25,2.97 %
2019,Davis-Roob,22.6,2019,Trim. 2,mayo,19,1899-12-30 14:47:14,100,4,Dried Juniper Berries 1#/pp,Colombia,GAMBO,77.4,0.44 %
2019,Davis-Roob,51.28,2019,Trim. 2,mayo,21,1899-12-30 16:53:58,92,4,Island Oasis - Magarita Mix,Colombia,QUOKAR,40.72,0.23 %
2019,Davis-Roob,825.03,2019,Trim. 2,mayo,27,1899-12-30 03:44:39,2167.5,5,Thyme - Fresh,Colombia,DONANY,1342.47,7.56 %
2019,Davis-Roob,196.14,2019,Trim. 2,junio,1,1899-12-30 02:52:11,324,3,Jolt Cola - Electric Blue,Colombia,MOC,127.86000000000001,0.72 %
2019,Davis-Roob,649.54,2019,Trim. 2,junio,12,1899-12-30 04:09:44,858,3,Chinese Foods - Plain Fried Rice,Colombia,CHOTUS,208.46000000000004,1.17 %
2019,Davis-Roob,348.58,2019,Trim. 2,junio,17,1899-12-30 15:37:05,782,6,Fresh Cape Gooseberries 12 pp/cs,Colombia,SALF,433.42,2.44 %
2019,Davis-Roob,12.82,2019,Trim. 2,junio,19,1899-12-30 03:31:30,23,3,Island Oasis - Magarita Mix,Colombia,QUOKAR,10.18,0.06 %
2019,Davis-Roob,474.65,2019,Trim. 2,junio,19,1899-12-30 11:48:13,627,6,Chinese Foods - Plain Fried Rice,Colombia,CHOTUS,152.35000000000002,0.86 %
2019,Davis-Roob,339.45,2019,Trim. 2,junio,22,1899-12-30 03:42:27,690,5,Fresh Cape Gooseberries 12 pp/cs,Colombia,SALF,350.55,1.97 %
2019,Davis-Roob,594.02,2019,Trim. 2,junio,22,1899-12-30 11:32:22,1850,2,Thyme - Fresh,Colombia,DONANY,1255.98,7.07 %
2019,Davis-Roob,128.25,2019,Trim. 2,junio,23,1899-12-30 03:57:35,167,4,Lidsoupcont Rp12dn,Colombia,MOC,38.75,0.22 %
2019,Davis-Roob,136.09,2019,Trim. 2,junio,28,1899-12-30 02:46:24,270,3,V8 Pet,Colombia,LAX,133.91,0.75 %
2019,Davis-Roob,64.57,2019,Trim. 2,junio,30,1899-12-30 13:22:48,112.5,6,V8 Pet,Colombia,LAX,47.93000000000001,0.27 %
2019,Davis-Roob,75.31,2019,Trim. 3,julio,2,1899-12-30 21:27:26,135,4,Jolt Cola - Electric Blue,Colombia,MOC,59.69,0.34 %
2019,Davis-Roob,293.93,2019,Trim. 3,julio,5,1899-12-30 20:23:35,713,2,Fresh Cape Gooseberries 12 pp/cs,Colombia,SALF,419.07,2.36 %
2019,Davis-Roob,25.64,2019,Trim. 3,julio,6,1899-12-30 02:22:16,46,6,Island Oasis - Magarita Mix,Colombia,QUOKAR,20.36,0.11 %
2019,Davis-Roob,280.25,2019,Trim. 3,julio,6,1899-12-30 22:13:05,365.5,2,Lidsoupcont Rp12dn,Colombia,MOC,85.25,0.48 %
2019,Davis-Roob,978.09,2019,Trim. 3,julio,13,1899-12-30 13:39:19,1533,4,"Lemonade - Natural, 591 Ml",Colombia,MOC,554.91,3.12 %
2019,Davis-Roob,23.69,2019,Trim. 3,julio,18,1899-12-30 10:56:20,45,1,Spice - Paprika,Colombia,DONANY,21.31,0.12 %
2019,Davis-Roob,894.09,2019,Trim. 3,julio,19,1899-12-30 14:36:21,1449,1,Raspberries - Frozen,Colombia,QUOKAR,554.91,3.12 %
2019,Davis-Roob,47.37,2019,Trim. 3,julio,29,1899-12-30 21:00:13,90,2,Jolt Cola - Electric Blue,Colombia,MOC,42.63,0.24 %
2019,Davis-Roob,4105.3,2019,Trim. 3,julio,30,1899-12-30 00:15:51,5978,2,Wild Mix 3#/cs,Colombia,CHOTUS,1872.6999999999998,10.54 %
2019,Davis-Roob,337.5,2019,Trim. 3,agosto,2,1899-12-30 19:31:35,1062.5,4,Thyme - Fresh,Colombia,DONANY,725,4.08 %
2019,Davis-Roob,25.55,2019,Trim. 3,agosto,3,1899-12-30 17:05:49,49.75,2,Dried Star Anise 5#/pp,Colombia,DAWNE,24.2,0.14 %
2019,Davis-Roob,4146.25,2019,Trim. 3,agosto,5,1899-12-30 14:10:17,6314,1,Wine - Periguita Fonseca,Colombia,GAMBO,2167.75,12.20 %
2019,Davis-Roob,203.87,2019,Trim. 3,agosto,6,1899-12-30 08:52:07,269.75,1,Mix Pina Colada,Colombia,DONANY,65.88,0.37 %
2019,Davis-Roob,249.81,2019,Trim. 3,agosto,11,1899-12-30 15:00:25,330,4,Chinese Foods - Plain Fried Rice,Colombia,CHOTUS,80.19,0.45 %
2019,Davis-Roob,17.58,2019,Trim. 3,agosto,12,1899-12-30 05:12:02,36,6,Soup Knorr Chili With Beans,Colombia,QUOKAR,18.42,0.10 %
2019,Davis-Roob,1031.65,2019,Trim. 3,agosto,14,1899-12-30 14:03:06,1617,3,"Lemonade - Natural, 591 Ml",Colombia,MOC,585.3499999999999,3.30 %
2019,Davis-Roob,167.37,2019,Trim. 3,agosto,16,1899-12-30 10:38:28,217.75,3,Lidsoupcont Rp12dn,Colombia,MOC,50.379999999999995,0.28 %
2019,Davis-Roob,309.08,2019,Trim. 3,agosto,21,1899-12-30 00:16:09,2775,1,Pepper - Jalapeno,Colombia,CHOTUS,2465.92,13.88 %
2019,Davis-Roob,21.68,2019,Trim. 3,agosto,21,1899-12-30 01:25:28,45.75,4,Gatorade - Xfactor Berry,Colombia,DAWNE,24.07,0.14 %
2019,Davis-Roob,870.9,2019,Trim. 3,agosto,23,1899-12-30 05:22:02,1365,5,"Lemonade - Natural, 591 Ml",Colombia,MOC,494.1,2.78 %
2019,Davis-Roob,281.41,2019,Trim. 3,agosto,25,1899-12-30 21:43:40,1050,4,White (Bianco)Truffle Oil 250 ml,Colombia,CHOTUS,768.5899999999999,4.33 %
2019,Davis-Roob,803.91,2019,Trim. 3,septiembre,3,1899-12-30 17:03:34,1260,6,"Lemonade - Natural, 591 Ml",Colombia,MOC,456.09000000000003,2.57 %
2019,Davis-Roob,537.1,2019,Trim. 3,septiembre,8,1899-12-30 07:13:42,709.5,2,Chinese Foods - Plain Fried Rice,Colombia,CHOTUS,172.39999999999998,0.97 %
2019,Davis-Roob,25.03,2019,Trim. 3,septiembre,22,1899-12-30 01:58:22,72.75,3,Galliano,Colombia,CHOTUS,47.72,0.27 %
2019,Davis-Roob,15.6,2019,Trim. 3,septiembre,29,1899-12-30 01:18:42,39.8,1,Olives - Nicoise,Colombia,LAX,24.199999999999996,0.14 %
2019,Davis-Roob,11.7,2019,Trim. 3,septiembre,30,1899-12-30 23:46:14,20,5,Wine - Muscadet Sur Lie,Colombia,SALF,8.3,0.05 %
2019,Davis-Roob,35.93,2019,Trim. 4,octubre,1,1899-12-30 04:20:06,58.75,1,Lettuce - Green Leaf,Colombia,SALF,22.82,0.13 %
2019,Davis-Roob,52.72,2019,Trim. 4,octubre,5,1899-12-30 06:50:35,87,2,"Mushroom - Morels, Dry",Colombia,DONANY,34.28,0.19 %
2019,Davis-Roob,117.48,2019,Trim. 4,octubre,26,1899-12-30 14:44:15,213.75,5,Muffins - Assorted,Colombia,DONANY,96.27,0.54 %
2019,Davis-Roob,45.44,2019,Trim. 4,octubre,26,1899-12-30 16:09:04,69,4,Tahini Paste,Colombia,LAX,23.560000000000002,0.13 %
2019,Davis-Roob,75.3,2019,Trim. 4,octubre,28,1899-12-30 05:34:09,175,1,Mince Meat - Filling,Colombia,QUOKAR,99.7,0.56 %
2019,Davis-Roob,170.91,2019,Trim. 4,noviembre,8,1899-12-30 00:24:45,414,4,Fresh Cape Gooseberries 12 pp/cs,Colombia,SALF,243.09,1.37 %
2019,Davis-Roob,51.1,2019,Trim. 4,noviembre,9,1899-12-30 20:30:38,99.5,3,Dried Star Anise 5#/pp,Colombia,DAWNE,48.4,0.27 %
2019,Davis-Roob,4010.81,2019,Trim. 4,noviembre,17,1899-12-30 12:30:39,5883.5,6,Wild Mix 3#/cs,Colombia,CHOTUS,1872.69,10.54 %
2019,Davis-Roob,25.55,2019,Trim. 4,noviembre,23,1899-12-30 06:56:44,49.75,6,Dried Star Anise 5#/pp,Colombia,DAWNE,24.2,0.14 %
2019,Davis-Roob,270.36,2019,Trim. 4,noviembre,29,1899-12-30 13:37:33,351.75,6,Lidsoupcont Rp12dn,Colombia,MOC,81.38999999999999,0.46 %
2019,Davis-Roob,26.42,2019,Trim. 4,diciembre,7,1899-12-30 19:25:47,43.5,1,Lemonade - Pineapple Passion,Colombia,MOC,17.08,0.10 %
2019,Davis-Roob,1037.48,2019,Trim. 4,diciembre,8,1899-12-30 13:09:03,1638,2,"Lemonade - Natural, 591 Ml",Colombia,MOC,600.52,3.38 %
2019,Davis-Roob,202.63,2019,Trim. 4,diciembre,9,1899-12-30 13:15:54,360,4,V8 Pet,Colombia,LAX,157.37,0.89 %
2019,Davis-Roob,-15.79,2019,Trim. 4,diciembre,12,1899-12-30 20:55:52,0,1,V8 Splash Strawberry Banana,Colombia,DAWNE,15.79,0.09 %
2019,Davis-Roob,205.4,2019,Trim. 4,diciembre,27,1899-12-30 02:43:29,360,5,V8 Pet,Colombia,LAX,154.6,0.87 %
2019,Davis-Roob,17.23,2019,Trim. 4,diciembre,29,1899-12-30 13:17:40,36,4,Soup Knorr Chili With Beans,Colombia,QUOKAR,18.77,0.11 %
2019,Emmerich LLC,12.71,2019,Trim. 1,enero,1,1899-12-30 03:44:24,18.6,5,Tahini Paste,Mexico,LAX,5.890000000000001,0.03 %
2019,Emmerich LLC,351.36,2019,Trim. 1,enero,7,1899-12-30 12:35:21,496,5,"Chicken - Base, Ultimate",Mexico,GAMBO,144.64,0.81 %
2019,Emmerich LLC,17.91,2019,Trim. 1,enero,13,1899-12-30 10:08:49,27.5,6,V8 Pet,Mexico,LAX,9.59,0.05 %
2019,Emmerich LLC,40.05,2019,Trim. 1,enero,13,1899-12-30 21:58:50,73.5,6,Asparagus - Mexican,Mexico,MOC,33.45,0.19 %
2019,Emmerich LLC,8.42,2019,Trim. 1,enero,14,1899-12-30 08:14:22,12.55,6,Puree - Guava,Mexico,DONANY,4.130000000000001,0.02 %
2019,Emmerich LLC,123.67,2019,Trim. 1,enero,14,1899-12-30 09:41:14,192.5,5,V8 Pet,Mexico,LAX,68.83,0.39 %
2019,Emmerich LLC,53.4,2019,Trim. 1,enero,15,1899-12-30 23:40:11,98,3,Asparagus - Mexican,Mexico,MOC,44.6,0.25 %
2019,Emmerich LLC,112.82,2019,Trim. 1,enero,24,1899-12-30 19:16:49,162,2,Longos - Lasagna Beef,Mexico,DONANY,49.18000000000001,0.28 %
2019,Emmerich LLC,1001.85,2019,Trim. 1,enero,26,1899-12-30 20:08:35,2361.3,5,"Coconut - Shredded, Sweet",Mexico,DONANY,1359.4500000000003,7.65 %
2019,Emmerich LLC,1124.05,2019,Trim. 1,enero,29,1899-12-30 20:42:05,4435.5,1,Pepper - Jalapeno,Mexico,CHOTUS,3311.45,18.64 %
2019,Emmerich LLC,97.19,2019,Trim. 1,febrero,4,1899-12-30 03:04:59,269.55,3,Sping Loaded Cup Dispenser,Mexico,DONANY,172.36,0.97 %
2019,Emmerich LLC,1183.46,2019,Trim. 1,febrero,6,1899-12-30 17:32:39,3150,2,Thyme - Fresh,Mexico,DONANY,1966.54,11.07 %
2019,Emmerich LLC,87.07,2019,Trim. 1,febrero,16,1899-12-30 20:11:10,110.34,6,Mix Pina Colada,Mexico,DONANY,23.27000000000001,0.13 %
2019,Emmerich LLC,51.16,2019,Trim. 1,febrero,18,1899-12-30 06:42:36,67.2,1,Tomatoes,Mexico,CHOTUS,16.040000000000006,0.09 %
2019,Emmerich LLC,9.25,2019,Trim. 1,febrero,25,1899-12-30 06:09:01,17,4,Wine - Cave Springs Dry Riesling,Mexico,SALF,7.75,0.04 %
2019,Emmerich LLC,2620.9,2019,Trim. 1,marzo,3,1899-12-30 08:26:15,4115.13,2,Wild Mix 3#/cs,Mexico,CHOTUS,1494.23,8.41 %
2019,Emmerich LLC,80.1,2019,Trim. 1,marzo,3,1899-12-30 21:07:30,147,5,Asparagus - Mexican,Mexico,MOC,66.9,0.38 %
2019,Emmerich LLC,50.38,2019,Trim. 1,marzo,9,1899-12-30 17:48:34,77.5,3,"Soup - Campbells, Lentil",Mexico,DAWNE,27.119999999999997,0.15 %
2019,Emmerich LLC,11.66,2019,Trim. 1,marzo,12,1899-12-30 23:40:03,16.75,5,Island Oasis - Magarita Mix,Mexico,QUOKAR,5.09,0.03 %
2019,Emmerich LLC,33.16,2019,Trim. 1,marzo,21,1899-12-30 16:13:34,70,6,Soup Knorr Chili With Beans,Mexico,QUOKAR,36.84,0.21 %
2019,Emmerich LLC,485.1,2019,Trim. 1,marzo,22,1899-12-30 18:45:37,1197,2,"Coconut - Shredded, Sweet",Mexico,DONANY,711.9,4.01 %
2019,Emmerich LLC,25.25,2019,Trim. 1,marzo,24,1899-12-30 06:53:00,37.65,2,Kohlrabi,Mexico,QUOKAR,12.399999999999999,0.07 %
2019,Emmerich LLC,289.8,2019,Trim. 1,marzo,25,1899-12-30 01:10:08,442.5,3,Island Oasis - Magarita Mix,Mexico,QUOKAR,152.7,0.86 %
2019,Emmerich LLC,74.17,2019,Trim. 1,marzo,26,1899-12-30 14:39:46,117.5,5,Lettuce - Green Leaf,Mexico,SALF,43.33,0.24 %
2019,Emmerich LLC,48.01,2019,Trim. 2,abril,2,1899-12-30 20:25:44,105,3,Soup Knorr Chili With Beans,Mexico,QUOKAR,56.99,0.32 %
2019,Emmerich LLC,26.7,2019,Trim. 2,abril,5,1899-12-30 18:02:53,49,4,Asparagus - Mexican,Mexico,MOC,22.3,0.13 %
2019,Emmerich LLC,25.48,2019,Trim. 2,abril,9,1899-12-30 16:04:04,33.5,2,Chinese Foods - Plain Fried Rice,Mexico,CHOTUS,8.02,0.05 %
2019,Emmerich LLC,36.53,2019,Trim. 2,abril,15,1899-12-30 09:21:08,54.2,1,Wine - Fat Bastard Merlot,Mexico,DAWNE,17.67,0.10 %
2019,Emmerich LLC,33.43,2019,Trim. 2,abril,15,1899-12-30 19:25:59,131,2,Lemons,Mexico,LAX,97.57,0.55 %
2019,Emmerich LLC,311.16,2019,Trim. 2,abril,20,1899-12-30 22:41:28,468.95,1,Cookies - Amaretto,Mexico,SALF,157.78999999999996,0.89 %
2019,Emmerich LLC,4726.74,2019,Trim. 2,abril,22,1899-12-30 11:47:16,7421.61,1,Wine - Periguita Fonseca,Mexico,GAMBO,2694.87,15.17 %
2019,Emmerich LLC,1555.2,2019,Trim. 2,abril,23,1899-12-30 01:32:24,4374,3,Thyme - Fresh,Mexico,DONANY,2818.8,15.87 %
2019,Emmerich LLC,15.63,2019,Trim. 2,mayo,6,1899-12-30 01:36:39,45.75,1,Wine - Sawmill Creek Autumn,Mexico,DAWNE,30.119999999999997,0.17 %
2019,Emmerich LLC,2598.01,2019,Trim. 2,mayo,7,1899-12-30 17:24:19,4079.19,4,Wild Mix 3#/cs,Mexico,CHOTUS,1481.1799999999998,8.34 %
2019,Emmerich LLC,1035.74,2019,Trim. 2,mayo,9,1899-12-30 00:25:14,1692,5,Tomato - Tricolor Cherry,Mexico,MOC,656.26,3.69 %
2019,Emmerich LLC,2208.57,2019,Trim. 2,mayo,10,1899-12-30 04:02:49,5400,5,Thyme - Fresh,Mexico,DONANY,3191.43,17.97 %
2019,Emmerich LLC,698.6,2019,Trim. 2,mayo,14,1899-12-30 08:03:05,1551.05,4,"Coconut - Shredded, Sweet",Mexico,DONANY,852.4499999999999,4.80 %
2019,Emmerich LLC,4.19,2019,Trim. 2,mayo,19,1899-12-30 09:44:51,15.25,4,Dried Juniper Berries 1#/pp,Mexico,GAMBO,11.059999999999999,0.06 %
2019,Emmerich LLC,135,2019,Trim. 2,mayo,23,1899-12-30 14:50:29,135,3,Muffin Orange Individual,Mexico,LAX,0,0.00 %
2019,Emmerich LLC,935.05,2019,Trim. 2,mayo,30,1899-12-30 04:20:46,1527.5,6,Tomato - Tricolor Cherry,Mexico,MOC,592.45,3.34 %
2019,Emmerich LLC,63.55,2019,Trim. 2,junio,14,1899-12-30 08:58:04,93,3,Tahini Paste,Mexico,LAX,29.450000000000003,0.17 %
2019,Emmerich LLC,1278.28,2019,Trim. 2,junio,14,1899-12-30 15:39:57,2632.5,5,Ice Cream Bar - Hagen Daz,Mexico,LAX,1354.22,7.62 %
2019,Emmerich LLC,147.82,2019,Trim. 2,junio,16,1899-12-30 13:58:46,213,1,Juice - Mango,Mexico,MOC,65.18,0.37 %
2019,Emmerich LLC,329.41,2019,Trim. 2,junio,22,1899-12-30 08:15:54,465,2,"Chicken - Base, Ultimate",Mexico,GAMBO,135.58999999999997,0.76 %
2019,Emmerich LLC,2109.13,2019,Trim. 2,junio,23,1899-12-30 19:22:12,3457,1,Island Oasis - Cappucino Mix,Mexico,GAMBO,1347.87,7.59 %
2019,Emmerich LLC,810.8,2019,Trim. 2,junio,26,1899-12-30 16:44:39,2024.45,3,"Coconut - Shredded, Sweet",Mexico,DONANY,1213.65,6.83 %
2019,Emmerich LLC,552.51,2019,Trim. 2,junio,28,1899-12-30 02:01:12,945,5,Food Colouring - Orange,Mexico,SALF,392.49,2.21 %
2019,Emmerich LLC,1147.71,2019,Trim. 2,junio,28,1899-12-30 19:50:45,2213.25,1,Pears - Bartlett,Mexico,CHOTUS,1065.54,6.00 %
2019,Emmerich LLC,43.14,2019,Trim. 3,julio,10,1899-12-30 22:10:18,55.17,6,Chinese Foods - Plain Fried Rice,Mexico,CHOTUS,12.030000000000001,0.07 %
2019,Emmerich LLC,1105.02,2019,Trim. 3,julio,13,1899-12-30 07:12:45,1890,4,Food Colouring - Orange,Mexico,SALF,784.98,4.42 %
2019,Emmerich LLC,160,2019,Trim. 3,julio,19,1899-12-30 21:32:06,450,1,Wine - Cotes Du Rhone,Mexico,MOC,290,1.63 %
2019,Emmerich LLC,32.46,2019,Trim. 3,julio,22,1899-12-30 09:43:40,70,5,Soup Knorr Chili With Beans,Mexico,QUOKAR,37.54,0.21 %
2019,Emmerich LLC,868.23,2019,Trim. 3,julio,26,1899-12-30 09:47:57,1485,6,Food Colouring - Orange,Mexico,SALF,616.77,3.47 %
2019,Emmerich LLC,4.19,2019,Trim. 3,agosto,10,1899-12-30 00:58:36,15.25,3,Dried Juniper Berries 1#/pp,Mexico,GAMBO,11.059999999999999,0.06 %
2019,Emmerich LLC,4.19,2019,Trim. 3,agosto,15,1899-12-30 07:52:33,15.25,5,Dried Juniper Berries 1#/pp,Mexico,GAMBO,11.059999999999999,0.06 %
2019,Emmerich LLC,1482.41,2019,Trim. 3,agosto,17,1899-12-30 10:07:39,3645,4,Thyme - Fresh,Mexico,DONANY,2162.59,12.17 %
2019,Emmerich LLC,49.14,2019,Trim. 3,agosto,19,1899-12-30 20:07:58,72,3,Longos - Lasagna Beef,Mexico,DONANY,22.86,0.13 %
2019,Emmerich LLC,1980.5,2019,Trim. 3,agosto,28,1899-12-30 05:26:04,5085,6,Thyme - Fresh,Mexico,DONANY,3104.5,17.48 %
2019,Emmerich LLC,12.58,2019,Trim. 3,agosto,28,1899-12-30 20:57:41,45.75,6,Dried Juniper Berries 1#/pp,Mexico,GAMBO,33.17,0.19 %
2019,Emmerich LLC,193.2,2019,Trim. 3,agosto,29,1899-12-30 23:32:20,295,2,Island Oasis - Magarita Mix,Mexico,QUOKAR,101.80000000000001,0.57 %
2019,Emmerich LLC,992.58,2019,Trim. 3,septiembre,2,1899-12-30 16:17:27,1621.5,2,Tomato - Tricolor Cherry,Mexico,MOC,628.92,3.54 %
2019,Emmerich LLC,16.23,2019,Trim. 3,septiembre,3,1899-12-30 04:45:59,35,4,Soup Knorr Chili With Beans,Mexico,QUOKAR,18.77,0.11 %
2019,Emmerich LLC,3822.62,2019,Trim. 3,septiembre,6,1899-12-30 08:18:34,6001.98,5,Wild Mix 3#/cs,Mexico,CHOTUS,2179.3599999999997,12.27 %
2019,Emmerich LLC,3856.95,2019,Trim. 3,septiembre,21,1899-12-30 10:24:31,6055.89,3,Wild Mix 3#/cs,Mexico,CHOTUS,2198.9400000000005,12.38 %
2019,Emmerich LLC,992.59,2019,Trim. 3,septiembre,22,1899-12-30 00:34:11,1621.5,3,Tomato - Tricolor Cherry,Mexico,MOC,628.91,3.54 %
2019,Emmerich LLC,23.23,2019,Trim. 3,septiembre,28,1899-12-30 03:17:20,65.5,6,Lemons,Mexico,LAX,42.269999999999996,0.24 %
2019,Emmerich LLC,38.42,2019,Trim. 4,octubre,4,1899-12-30 18:58:20,70,1,V8 Splash Strawberry Banana,Mexico,DAWNE,31.58,0.18 %
2019,Emmerich LLC,3433.48,2019,Trim. 4,octubre,7,1899-12-30 17:54:39,5391,6,Wild Mix 3#/cs,Mexico,CHOTUS,1957.52,11.02 %
2019,Emmerich LLC,57.63,2019,Trim. 4,octubre,10,1899-12-30 08:38:30,105,2,Soup Knorr Chili With Beans,Mexico,QUOKAR,47.37,0.27 %
2019,Emmerich LLC,959.7,2019,Trim. 4,octubre,10,1899-12-30 23:11:43,2152.95,6,"Coconut - Shredded, Sweet",Mexico,DONANY,1193.2499999999998,6.72 %
2019,Emmerich LLC,362.34,2019,Trim. 4,octubre,11,1899-12-30 19:44:51,511.5,3,"Chicken - Base, Ultimate",Mexico,GAMBO,149.16000000000003,0.84 %
2019,Emmerich LLC,208.94,2019,Trim. 4,octubre,22,1899-12-30 05:29:48,424,1,Wine La Vielle Ferme Cote Du,Mexico,SALF,215.06,1.21 %
2019,Emmerich LLC,16.72,2019,Trim. 4,noviembre,2,1899-12-30 02:38:33,65.5,1,"Lemonade - Kiwi, 591 Ml",Mexico,CHOTUS,48.78,0.27 %
2019,Emmerich LLC,13.35,2019,Trim. 4,noviembre,13,1899-12-30 18:17:46,24.5,1,Caviar - Salmon,Mexico,GAMBO,11.15,0.06 %
2019,Emmerich LLC,32.48,2019,Trim. 4,noviembre,15,1899-12-30 20:33:32,51,2,Cranberries - Frozen,Mexico,LAX,18.520000000000003,0.10 %
2019,Emmerich LLC,206.52,2019,Trim. 4,noviembre,17,1899-12-30 16:07:52,292.4,1,Tea - Vanilla Chai,Mexico,SALF,85.87999999999997,0.48 %
